Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Soil_Type,Variety
69.0747657352742,53.9544020870548,88.0676247040119,17.261833738526974,72.9416522440957,4.631301284674626,302.84263899578417,Wheat,Clay,Soft Red
107.32935206465484,70.10213389904699,32.08106652927613,21.84611565724149,99.36195448548068,4.761658350431389,94.69384657075958,Tomato,Clay,Beefsteak
130.63462407096128,67.20453317483934,28.29425168407002,33.24689514937074,81.50683564100116,6.5660070585641614,83.563684651297,Sugarcane,Clay,Co 86032
15.169301216191364,87.49318129429336,14.336678966117727,14.396288866165008,59.27446469091534,6.296296654755076,31.508835824717632,Sugarcane,Silt,Co 0238
21.88196508475118,89.26971210568172,38.833885318797634,16.77321764398873,51.19158384861472,8.268274387750605,295.1934818585424,Maize,Sandy,Sweet
19.6603041053072,6.616577866125726,62.18960744924576,34.067790847763895,42.67288356379635,6.442318400815805,218.12207665288497,Tomato,Clay,Beefsteak
30.31198594652067,36.28792089324604,69.74944171595135,33.44455100994166,48.14021863120493,6.06748880901908,368.5237414738164,Potato,Saline,Yukon Gold
33.71076415362381,42.909833902362685,71.62996626150073,12.607353613305088,68.96606126589778,5.640770085911013,183.1601315566808,Maize,Clay,Sweet
70.29520498077726,56.440553525807154,86.62514467001711,16.437202595042084,89.18331636833167,6.447732037905601,68.94076392760905,Wheat,Sandy,Hard Red
65.3305260738122,22.768994404542827,91.2226378151337,34.77916625776406,81.82490330486573,8.233027268841509,381.867980885866,Maize,Saline,Flint
33.33689111082607,7.520524234437689,58.50459051017145,42.77376426037176,35.108459953306124,7.392240525012818,186.02454948042745,Maize,Peaty,Sweet
87.62082652842949,78.74765109952908,36.76699285109174,34.95071367057937,39.889323923589785,8.382784595303788,236.74984263033545,Rice,Silt,Basmati
58.21719163705957,47.253634711203446,27.9383164500794,18.97561428584665,80.03069241051651,7.628455249377096,259.65432334286936,Sugarcane,Loamy,Co 99004
147.30471606824293,31.62185842740221,45.35490799400787,31.99369596339912,97.42447655283826,7.724092350667057,399.4046024835925,Maize,Peaty,Dent
33.0681645136183,14.370276433281298,26.591820848405924,41.512524325245806,74.63635779332336,6.616894187701092,376.24370887381656,Tomato,Clay,Roma
131.48190674954066,13.304347288407978,29.34446792137729,32.48803336017299,57.73699428866856,5.960560002231484,223.88017163108088,Potato,Clay,Russet
19.498481099946773,68.83578940850006,25.207967782644907,40.94069036076708,41.9055605541015,7.540587953078828,282.84732646949294,Wheat,Loamy,Soft Red
44.58361742505267,74.75799783082623,39.33064366496773,35.539910316988625,45.471577490921966,6.604554017887224,198.9809500996225,Rice,Silt,Basmati
98.45534326344612,16.764094193646123,77.33936616814545,35.6229996430326,99.64644697176244,5.216856542096084,281.0249685551684,Maize,Peaty,Dent
55.69334749546852,68.56243630575838,26.10959524300933,22.07755413026925,41.30012522557527,5.8228782820903024,149.82402516084412,Rice,Saline,Jasmine
47.4346370114864,78.7766923310782,46.959756568769,16.645270944859945,52.6078843532749,6.411790714057908,323.21227490904266,Tomato,Sandy,Roma
108.48250514138556,18.63573901292979,97.59391023675616,15.323520754465807,70.38773585429524,6.95246362836839,134.28423824065715,Tomato,Silt,Roma
28.664164543907223,30.29451881110035,51.04670446283006,34.09037978480516,34.60395394099957,8.213314498499386,123.51247598301536,Tomato,Clay,Roma
83.62867427022009,41.55579622929814,66.41336978697476,12.74221016335827,79.86543474099899,6.01697128013894,149.96455771998373,Maize,Peaty,Flint
70.72668405465888,75.67219252599156,36.64294240389621,44.9574717634564,53.48662744126283,5.718630778453486,208.5951058643866,Sugarcane,Clay,Co 99004
29.4872559533542,18.52128675250178,77.89910244089471,35.05483738876494,65.56687613647365,5.860076388520454,334.3069764729315,Tomato,Silt,Cherry
18.90463039263757,9.157514282441165,84.27871747264395,29.699276572369623,62.98707690143667,5.469869186921967,124.46883345662752,Maize,Sandy,Flint
137.92440638595406,33.503446259643795,87.90129408678227,30.69662950920808,36.302130971027765,6.847547583198686,212.0102031450734,Wheat,Sandy,Hard Red
108.4179284632689,55.03244067565667,93.47545928375769,13.14025135807945,70.03506037687632,8.070739596366472,379.0576897607148,Rice,Silt,Arborio
138.61728510106084,43.61551110488346,92.82165102783814,31.276384565758303,81.80586842897057,5.085082794097838,328.3183667701134,Rice,Sandy,Basmati
77.39256766764821,89.65402248677628,22.31340482333808,42.51158735424205,58.35424924311194,7.908738291248843,65.63598598912132,Tomato,Silt,Cherry
20.74478015751668,82.71649633112793,68.03468906932335,12.392060882159168,67.45767210837812,8.291504748234209,316.299112029159,Wheat,Peaty,Hard Red
123.1269449944694,35.34369023585032,84.60221580726972,32.08553371871297,93.36504510977944,5.584522370919891,130.37150181044404,Potato,Sandy,Russet
126.11108160917546,17.775756332446676,81.96751294208381,30.609583216294045,36.35196342185278,8.367905588882072,238.65421048296497,Sugarcane,Saline,Co 99004
